"","Year","Country","iso3","Cluster","fitGHG","lwrGHG","uprGHG","fitBio","lwrBio","uprBio","fitWat","lwrWat","uprWat","fitEF","lwrEF","uprEF"
"99",2010,"Pakistan","PAK","8",2.96746596807123,2.88978944703828,3.04723040659103,1.08217382160332e-12,1.04077072126535e-12,1.12522398664302e-12,315.099240704576,297.59239065076,333.63598872768,0.591617733405412,0.578067452408521,0.605485641894266
"100",2010,"Panama","PAN","4",5.15077614500119,4.81121377928679,5.51430389772583,1.12756789003139e-10,1.10049164027477e-10,1.15531031777069e-10,7.07477227700831,6.11356456125855,8.1871062732707,0.943858926922334,0.884277069845131,1.00745536021533
"101",2010,"Papua New Guinea","PNG","9",2.0603706264009,1.99433441127953,2.12859342652169,1.92970111757283e-10,1.85043998611928e-10,2.01235729399212e-10,1.7203345992604,1.57349846068794,1.88087323079967,0.519215020846838,0.498511745474741,0.540778106674804
"102",2010,"Paraguay","PRY","5",5.83289697897249,5.57463824169662,6.10312018326622,2.41477338766324e-11,2.32161816492064e-11,2.51166647551017e-11,3.1424038685082,2.74583724330073,3.59624449588464,0.449095499905344,0.422373476424887,0.477508127978055
"103",2010,"Peru","PER","5",3.7382499562396,3.57927745829117,3.90428316836805,8.53066764849617e-11,8.33350912901525e-11,8.73249064739411e-11,4.27825989279097,3.96241136475256,4.61928508308899,0.653587867104698,0.632808238862095,0.675049839418355
"104",2010,"Philippines","PHL","7",2.83133328609464,2.73616097784539,2.92981598738393,2.57618389851879e-11,2.54957684331223e-11,2.6030686215229e-11,9.38105268970832,9.1199389475208,9.64964240149953,0.519283214510881,0.51149849655354,0.527186411474678
"105",2010,"Poland","POL","2",11.0386963472901,10.8984862195368,11.1807102925212,4.23951248644256e-12,4.15398356556306e-12,4.32680241484444e-12,16.5714669205066,15.83510912502,17.342066526308,0.541413849189697,0.527685659430144,0.555499189443499
"106",2010,"Portugal","PRT","2",10.678938766405,10.2467587453339,11.1293469487176,1.95568479065468e-11,1.90328780816941e-11,2.00952424745297e-11,40.413012895054,37.1803884967952,43.9266956932572,1.19981384398216,1.13915939342531,1.2636978358952
"107",2010,"Qatar","QAT","3",57.2563804809059,54.0255328719476,60.6804399975939,2.64041844105156e-11,2.48082221718524e-11,2.81028180719673e-11,392.933761445548,349.751483389917,441.447565532179,4.95377722057908,4.61442146525177,5.31809002188517
"108",2010,"Romania","ROU","3",7.48545439570237,7.24625501820813,7.73254976113105,6.0913256349341e-12,5.87082137186622e-12,6.32011189586077e-12,9.77141202380475,8.29514161000821,11.5104114465939,0.450084003690636,0.419727938516442,0.48263551645909
"109",2010,"Russia","RUS","3",11.819910302197,11.4144766369127,12.2397446677652,3.54423893962615e-12,3.4173719719129e-12,3.67581573337796e-12,13.7976035422348,12.4355515708593,15.3088395334873,0.490883105984561,0.463834155151852,0.519509443331445
"110",2010,"Rwanda","RWA","10",1.48360478746882,1.44647382558523,1.52168890059926,1.04311091985529e-11,1.00633061953111e-11,1.08123550054387e-11,2.45495294896218,2.20091648384387,2.73831107443586,0.198104848313979,0.192081107091916,0.204317496497585
"111",2010,"Saudi Arabia","SAU","4",20.0785770329456,19.1653452936107,21.0353244093302,1.75174117052149e-11,1.68701781497767e-11,1.81894767278472e-11,325.599187499449,288.803425098031,367.083011097656,2.86171601743759,2.73805349461399,2.99096368298436
"112",2010,"Senegal","SEN","9",2.62798249633118,2.58531762434306,2.67135145639136,3.3951821706245e-12,3.25566872051944e-12,3.54067411683316e-12,10.9975796030077,10.0461860860734,12.0390719511112,0.271805784734179,0.262664073477812,0.281265662398262
"113",2010,"Serbia","SRB","3",1.89227350620073,1.72070276101237,2.08095151783363,6.12737444418364e-12,5.91404281683829e-12,6.34840137990523e-12,11.8849268642574,8.72050388059528,16.1976290020418,0.304379983037917,0.269974239717484,0.343170423115606
"114",2010,"Sierra Leone","SLE","10",2.17284396286555,2.1407670713558,2.20540148908923,2.07701769874899e-11,2.01734890288489e-11,2.13845136790536e-11,2.12216913992904,1.79018390470548,2.51572022663676,0.269617069924285,0.252453969995769,0.287947004342118
"115",2010,"Singapore","SGP","2",23.7301489791371,23.3553766002946,24.1109351482235,3.256017352991e-11,3.0954839009875e-11,3.42487615574303e-11,86.8105978380698,80.2034273020055,93.962068087515,2.39433243226571,2.30512093236379,2.48699654569563
"116",2010,"Slovakia","SVK","2",10.6005794417114,10.377539503814,10.8284130798765,6.510549685347e-12,6.35733823905668e-12,6.66745351772591e-12,15.5074434619658,13.2759942023224,18.1139581007047,0.602782030464281,0.566416396489453,0.64148244737016
"117",2010,"Slovenia","SVN","2",14.067069534885,13.6515549385008,14.495231216571,9.25486203594604e-12,9.02329622694463e-12,9.4923705428873e-12,22.9410226243064,21.0344550040294,25.0204019523263,0.848646047518246,0.816601537626661,0.88194802579175
